,index_0=aggregated,scoreOnClassfication_BaseModel,scoreOnClassfication_PredictedModel,tp,fn,fp,tn,precision,recall,f1
1419,20,0.99,0.988,494,3,3,0,0.993963782696177,0.993963782696177,0.993963782696177
1420,20,0.998,0.99,494,5,0,1,1.0,0.9899799599198397,0.9949647532729105
1421,20,1.0,0.986,493,7,0,0,1.0,0.986,0.9929506545820745
1422,20,0.998,0.986,492,7,0,1,1.0,0.9859719438877755,0.9929364278506558
1423,20,0.998,0.994,497,2,1,0,0.9979919678714859,0.9959919839679359,0.9969909729187563
1424,20,1.0,0.994,497,3,0,0,1.0,0.994,0.9969909729187563
1425,20,0.998,0.99,495,4,1,0,0.9979838709677419,0.9919839679358717,0.9949748743718592
1426,20,0.998,0.984,492,6,2,0,0.9959514170040485,0.9879518072289156,0.9919354838709677
1427,20,0.998,0.966,483,14,3,0,0.9938271604938271,0.971830985915493,0.982706002034588
1428,20,0.996,0.982,491,7,2,0,0.9959432048681541,0.9859437751004017,0.9909182643794147
1429,20,0.996,0.976,488,10,2,0,0.9959183673469387,0.9799196787148594,0.9878542510121457
1430,20,0.998,0.958,479,21,0,0,1.0,0.958,0.9785495403472931
1431,20,0.998,0.958,479,19,2,0,0.9958419958419958,0.9618473895582329,0.9785495403472931
1432,20,0.998,0.982,490,9,0,1,1.0,0.9819639278557114,0.9908998988877654
1433,20,1.0,0.952,476,24,0,0,1.0,0.952,0.9754098360655737
1434,20,0.994,0.96,480,17,3,0,0.9937888198757764,0.96579476861167,0.9795918367346939
1435,20,0.998,0.992,496,3,1,0,0.9979879275653923,0.9939879759519038,0.995983935742972
1436,20,0.996,0.992,496,2,2,0,0.9959839357429718,0.9959839357429718,0.9959839357429718
1437,20,0.992,0.978,489,7,4,0,0.9918864097363083,0.9858870967741935,0.9888776541961577
1438,20,0.996,0.97,485,15,0,0,1.0,0.97,0.9847715736040609
1439,20,0.992,0.982,491,6,3,0,0.9939271255060729,0.9879275653923542,0.9909182643794148
1440,20,0.984,0.984,490,0,8,2,0.9839357429718876,1.0,0.9919028340080972
1441,20,0.998,0.992,496,3,1,0,0.9979879275653923,0.9939879759519038,0.995983935742972
1442,20,0.994,0.982,491,6,3,0,0.9939271255060729,0.9879275653923542,0.9909182643794148
1443,20,0.986,0.94,469,24,6,1,0.9873684210526316,0.9513184584178499,0.9690082644628099
1444,20,1.0,0.962,481,19,0,0,1.0,0.962,0.9806320081549439
1445,20,1.0,0.972,486,14,0,0,1.0,0.972,0.9858012170385395
1446,20,0.998,0.966,483,16,1,0,0.9979338842975206,0.9679358717434869,0.9827060020345879
1447,20,0.996,0.986,493,5,2,0,0.9959595959595959,0.9899598393574297,0.9929506545820745
1448,20,0.996,0.978,489,8,3,0,0.9939024390243902,0.9839034205231388,0.9888776541961577
1449,20,0.998,0.976,488,11,1,0,0.9979550102249489,0.9779559118236473,0.9878542510121457
1450,20,0.994,0.946,473,25,2,0,0.9957894736842106,0.9497991967871486,0.9722507708119219
1451,20,0.996,0.986,493,5,2,0,0.9959595959595959,0.9899598393574297,0.9929506545820745
1452,20,1.0,0.998,499,1,0,0,1.0,0.998,0.998998998998999
1453,20,1.0,0.956,478,22,0,0,1.0,0.956,0.9775051124744376
1454,20,1.0,1.0,500,0,0,0,1.0,1.0,1.0
1455,20,1.0,1.0,500,0,0,0,1.0,1.0,1.0
1456,20,0.996,0.994,497,1,2,0,0.9959919839679359,0.9979919678714859,0.9969909729187563
1457,20,1.0,0.996,498,2,0,0,1.0,0.996,0.9979959919839679
1458,20,0.99,0.988,494,0,6,0,0.988,1.0,0.993963782696177
1459,20,0.994,0.97,485,12,3,0,0.9938524590163934,0.9758551307847082,0.9847715736040609
1460,20,1.0,0.99,495,5,0,0,1.0,0.99,0.9949748743718593
1461,20,1.0,0.972,486,14,0,0,1.0,0.972,0.9858012170385395
1462,20,0.996,0.99,495,3,2,0,0.9959758551307847,0.9939759036144579,0.9949748743718593
1463,20,0.998,0.998,499,1,0,0,1.0,0.998,0.998998998998999
1464,20,1.0,0.996,498,2,0,0,1.0,0.996,0.9979959919839679
1465,20,0.988,0.982,491,3,6,0,0.9879275653923542,0.9939271255060729,0.9909182643794148
1466,20,0.998,0.974,487,12,1,0,0.9979508196721312,0.9759519038076152,0.9868287740628165
1467,20,1.0,0.986,493,7,0,0,1.0,0.986,0.9929506545820745
1468,20,0.996,0.988,494,4,2,0,0.9959677419354839,0.9919678714859438,0.993963782696177
1469,20,1.0,0.976,488,12,0,0,1.0,0.976,0.9878542510121457
1470,20,0.992,0.994,497,0,3,0,0.994,1.0,0.9969909729187563
1471,20,0.994,0.978,489,6,5,0,0.9898785425101214,0.9878787878787879,0.9888776541961577
1472,20,0.988,0.952,476,19,5,0,0.9896049896049897,0.9616161616161616,0.9754098360655739
1473,20,1.0,0.99,495,5,0,0,1.0,0.99,0.9949748743718593
1474,20,1.0,0.97,485,15,0,0,1.0,0.97,0.9847715736040609
1475,20,0.996,0.996,498,1,1,0,0.9979959919839679,0.9979959919839679,0.9979959919839679
1476,20,0.998,0.996,498,2,0,0,1.0,0.996,0.9979959919839679
1477,20,1.0,0.986,493,7,0,0,1.0,0.986,0.9929506545820745
1478,20,0.996,0.992,495,4,0,1,1.0,0.9919839679358717,0.9959758551307847
1479,20,1.0,0.952,476,24,0,0,1.0,0.952,0.9754098360655737
1480,20,1.0,0.988,494,6,0,0,1.0,0.988,0.993963782696177
1481,20,0.994,0.956,478,19,3,0,0.9937629937629938,0.9617706237424547,0.9775051124744376
1482,20,0.996,0.994,496,3,0,1,1.0,0.9939879759519038,0.9969849246231155
1483,20,0.998,0.986,493,6,1,0,0.9979757085020243,0.9879759519038076,0.9929506545820747
1484,20,0.99,0.98,490,5,5,0,0.98989898989899,0.98989898989899,0.98989898989899
1485,20,0.994,0.992,496,2,2,0,0.9959839357429718,0.9959839357429718,0.9959839357429718
1486,20,0.99,0.984,492,3,5,0,0.9899396378269618,0.9939393939393939,0.9919354838709677
1487,20,0.996,0.974,487,12,1,0,0.9979508196721312,0.9759519038076152,0.9868287740628165
1488,20,1.0,0.976,488,12,0,0,1.0,0.976,0.9878542510121457
1489,20,0.998,0.942,471,28,1,0,0.9978813559322034,0.9438877755511023,0.9701338825952627
1490,20,0.996,0.97,485,13,2,0,0.9958932238193019,0.9738955823293173,0.9847715736040609
1491,20,1.0,0.992,496,4,0,0,1.0,0.992,0.9959839357429718
1492,20,0.998,0.968,484,15,1,0,0.9979381443298969,0.969939879759519,0.9837398373983739
1493,20,0.998,0.98,490,10,0,0,1.0,0.98,0.98989898989899
1494,20,0.998,0.994,497,2,1,0,0.9979919678714859,0.9959919839679359,0.9969909729187563
1495,20,0.996,0.992,496,3,1,0,0.9979879275653923,0.9939879759519038,0.995983935742972
1496,20,0.996,0.98,490,9,1,0,0.9979633401221996,0.9819639278557114,0.9898989898989898
1497,20,1.0,0.988,494,6,0,0,1.0,0.988,0.993963782696177
1498,20,1.0,0.996,498,2,0,0,1.0,0.996,0.9979959919839679
1499,20,1.0,0.994,497,3,0,0,1.0,0.994,0.9969909729187563
1500,20,0.992,0.99,495,3,2,0,0.9959758551307847,0.9939759036144579,0.9949748743718593
1501,20,1.0,0.992,496,4,0,0,1.0,0.992,0.9959839357429718
1502,20,0.998,1.0,500,0,0,0,1.0,1.0,1.0
1503,20,0.992,0.972,486,11,3,0,0.9938650306748467,0.9778672032193159,0.9858012170385395
1504,20,0.996,0.988,493,4,2,1,0.9959595959595959,0.9919517102615694,0.9939516129032258
1505,20,0.994,0.978,489,9,2,0,0.9959266802443992,0.9819277108433735,0.9888776541961579
1506,20,0.998,0.974,487,12,1,0,0.9979508196721312,0.9759519038076152,0.9868287740628165
1507,20,0.998,0.99,495,4,1,0,0.9979838709677419,0.9919839679358717,0.9949748743718592
1508,20,0.994,0.982,490,7,2,1,0.9959349593495935,0.9859154929577465,0.9908998988877654
1509,20,1.0,0.956,478,22,0,0,1.0,0.956,0.9775051124744376
1510,20,1.0,0.996,498,2,0,0,1.0,0.996,0.9979959919839679
1511,20,1.0,0.988,494,6,0,0,1.0,0.988,0.993963782696177
1512,20,0.998,0.99,495,4,1,0,0.9979838709677419,0.9919839679358717,0.9949748743718592
1513,20,0.998,0.978,489,10,1,0,0.9979591836734694,0.9799599198396793,0.9888776541961577
1514,20,0.994,0.956,478,19,3,0,0.9937629937629938,0.9617706237424547,0.9775051124744376
1515,20,1.0,0.984,492,8,0,0,1.0,0.984,0.9919354838709677
1516,20,1.0,0.974,487,13,0,0,1.0,0.974,0.9868287740628165
1517,20,1.0,1.0,500,0,0,0,1.0,1.0,1.0
1518,20,0.994,0.982,491,8,1,0,0.9979674796747967,0.9839679358717435,0.9909182643794147
1519,20,0.994,0.988,494,4,2,0,0.9959677419354839,0.9919678714859438,0.993963782696177
1520,20,0.986,0.984,492,1,7,0,0.9859719438877755,0.9979716024340771,0.9919354838709677
1521,20,0.994,0.99,495,1,4,0,0.9919839679358717,0.9979838709677419,0.9949748743718592
1522,20,1.0,0.964,482,18,0,0,1.0,0.964,0.9816700610997963
1523,20,1.0,0.98,490,10,0,0,1.0,0.98,0.98989898989899
1524,20,0.994,0.98,490,7,3,0,0.9939148073022313,0.9859154929577465,0.98989898989899
1525,20,0.996,0.982,491,7,2,0,0.9959432048681541,0.9859437751004017,0.9909182643794147
1526,20,1.0,0.996,498,2,0,0,1.0,0.996,0.9979959919839679
1527,20,1.0,0.994,497,3,0,0,1.0,0.994,0.9969909729187563
1528,20,0.994,0.94,470,27,3,0,0.9936575052854123,0.9456740442655935,0.9690721649484537
1529,20,0.996,0.958,479,20,1,0,0.9979166666666667,0.9599198396793587,0.978549540347293
1530,20,0.996,0.998,499,0,1,0,0.998,1.0,0.998998998998999
1531,20,0.998,0.992,496,3,1,0,0.9979879275653923,0.9939879759519038,0.995983935742972
1532,20,0.996,0.984,492,6,2,0,0.9959514170040485,0.9879518072289156,0.9919354838709677
1533,20,0.996,0.986,493,5,2,0,0.9959595959595959,0.9899598393574297,0.9929506545820745
1534,20,0.998,0.994,497,2,1,0,0.9979919678714859,0.9959919839679359,0.9969909729187563
1535,20,0.994,0.974,487,10,3,0,0.9938775510204082,0.9798792756539235,0.9868287740628167
1536,20,0.996,0.99,495,4,1,0,0.9979838709677419,0.9919839679358717,0.9949748743718592
1537,20,0.996,0.952,476,23,1,0,0.9979035639412998,0.9539078156312625,0.9754098360655737
1538,20,0.998,0.986,493,7,0,0,1.0,0.986,0.9929506545820745
1539,20,1.0,0.992,496,4,0,0,1.0,0.992,0.9959839357429718
1540,20,0.998,0.97,485,14,1,0,0.9979423868312757,0.9719438877755511,0.9847715736040608
1541,20,0.996,0.992,496,4,0,0,1.0,0.992,0.9959839357429718
1542,20,1.0,0.992,496,4,0,0,1.0,0.992,0.9959839357429718
1543,20,0.998,0.998,499,0,1,0,0.998,1.0,0.998998998998999
1544,20,1.0,0.982,491,6,3,0,0.9939271255060729,0.9879275653923542,0.9909182643794148
1545,20,1.0,0.98,490,10,0,0,1.0,0.98,0.98989898989899
1546,20,1.0,1.0,500,0,0,0,1.0,1.0,1.0
1547,20,0.982,0.966,483,10,7,0,0.9857142857142858,0.9797160243407708,0.982706002034588
1548,20,1.0,0.994,497,3,0,0,1.0,0.994,0.9969909729187563
1549,20,0.998,0.976,488,12,0,0,1.0,0.976,0.9878542510121457
1550,20,0.998,0.99,495,5,0,0,1.0,0.99,0.9949748743718593
1551,20,1.0,0.974,487,13,0,0,1.0,0.974,0.9868287740628165
1552,20,1.0,0.996,498,2,0,0,1.0,0.996,0.9979959919839679
1553,20,0.994,0.994,497,1,2,0,0.9959919839679359,0.9979919678714859,0.9969909729187563
1554,20,0.998,0.978,489,10,1,0,0.9979591836734694,0.9799599198396793,0.9888776541961577
1555,20,0.994,0.984,492,5,3,0,0.9939393939393939,0.9899396378269618,0.9919354838709677
1556,20,0.998,0.994,497,2,1,0,0.9979919678714859,0.9959919839679359,0.9969909729187563
1557,20,0.984,0.976,488,4,8,0,0.9838709677419355,0.991869918699187,0.9878542510121457
1558,20,0.998,0.988,494,5,1,0,0.997979797979798,0.9899799599198397,0.993963782696177
1559,20,0.994,0.988,494,3,3,0,0.993963782696177,0.993963782696177,0.993963782696177
1560,20,0.992,0.966,483,11,6,0,0.9877300613496932,0.9777327935222672,0.9827060020345879
1561,20,0.99,0.972,486,10,4,0,0.9918367346938776,0.9798387096774194,0.9858012170385396
1562,20,0.996,0.988,494,5,1,0,0.997979797979798,0.9899799599198397,0.993963782696177
1563,20,1.0,0.988,494,6,0,0,1.0,0.988,0.993963782696177
1564,20,0.992,0.99,495,1,4,0,0.9919839679358717,0.9979838709677419,0.9949748743718592
1565,20,0.996,0.96,480,18,2,0,0.995850622406639,0.963855421686747,0.979591836734694
1566,20,1.0,0.996,498,2,0,0,1.0,0.996,0.9979959919839679
1567,20,0.984,0.982,491,0,9,0,0.982,1.0,0.9909182643794148
1568,20,0.998,0.984,492,7,1,0,0.9979716024340771,0.9859719438877755,0.9919354838709677
1569,20,0.99,0.984,492,3,5,0,0.9899396378269618,0.9939393939393939,0.9919354838709677
1570,20,1.0,0.992,496,4,0,0,1.0,0.992,0.9959839357429718
1571,20,0.996,0.994,497,1,2,0,0.9959919839679359,0.9979919678714859,0.9969909729187563
1572,20,1.0,0.99,495,5,0,0,1.0,0.99,0.9949748743718593
1573,20,0.998,0.99,495,4,1,0,0.9979838709677419,0.9919839679358717,0.9949748743718592
1574,20,0.994,0.966,483,15,2,0,0.9958762886597938,0.9698795180722891,0.982706002034588
1575,20,0.984,0.978,488,3,8,1,0.9838709677419355,0.9938900203665988,0.9888551165146909
1576,20,1.0,0.992,496,4,0,0,1.0,0.992,0.9959839357429718
1577,20,0.99,0.958,479,16,5,0,0.9896694214876033,0.9676767676767677,0.9785495403472931
1578,20,0.996,0.986,493,6,1,0,0.9979757085020243,0.9879759519038076,0.9929506545820747
1579,20,0.998,0.99,495,4,1,0,0.9979838709677419,0.9919839679358717,0.9949748743718592
1580,20,0.996,0.99,495,4,1,0,0.9979838709677419,0.9919839679358717,0.9949748743718592
1581,20,1.0,0.956,478,21,1,0,0.9979123173277662,0.9579158316633266,0.9775051124744376
1582,20,1.0,0.984,492,8,0,0,1.0,0.984,0.9919354838709677
1583,20,0.998,0.994,497,2,1,0,0.9979919678714859,0.9959919839679359,0.9969909729187563
1584,20,0.996,0.974,487,12,1,0,0.9979508196721312,0.9759519038076152,0.9868287740628165
1585,20,0.994,0.958,479,19,2,0,0.9958419958419958,0.9618473895582329,0.9785495403472931
1586,20,0.99,0.946,473,20,7,0,0.9854166666666667,0.9594320486815415,0.9722507708119219
1587,20,1.0,0.958,479,21,0,0,1.0,0.958,0.9785495403472931
1588,20,0.998,0.99,495,4,1,0,0.9979838709677419,0.9919839679358717,0.9949748743718592
1589,20,0.998,0.988,494,5,1,0,0.997979797979798,0.9899799599198397,0.993963782696177
1590,20,0.994,0.952,476,21,3,0,0.9937369519832986,0.9577464788732394,0.9754098360655736
1591,20,1.0,0.964,482,17,1,0,0.9979296066252588,0.9659318637274549,0.9816700610997963
1592,20,0.998,0.996,498,1,1,0,0.9979959919839679,0.9979959919839679,0.9979959919839679
1593,20,0.99,0.968,483,12,4,1,0.9917864476386037,0.9757575757575757,0.9837067209775967
1594,20,1.0,0.996,498,2,0,0,1.0,0.996,0.9979959919839679
1595,20,0.998,0.982,491,8,1,0,0.9979674796747967,0.9839679358717435,0.9909182643794147
1596,20,1.0,0.994,497,3,0,0,1.0,0.994,0.9969909729187563
1597,20,1.0,0.974,487,13,0,0,1.0,0.974,0.9868287740628165
1598,20,0.992,0.988,494,5,1,0,0.997979797979798,0.9899799599198397,0.993963782696177
1599,20,1.0,0.998,499,1,0,0,1.0,0.998,0.998998998998999
1600,20,0.998,0.978,489,10,1,0,0.9979591836734694,0.9799599198396793,0.9888776541961577
1601,20,1.0,0.998,499,1,0,0,1.0,0.998,0.998998998998999
1602,20,0.996,0.988,494,4,2,0,0.9959677419354839,0.9919678714859438,0.993963782696177
1603,20,0.99,0.984,491,6,2,1,0.9959432048681541,0.9879275653923542,0.9919191919191919
1604,20,1.0,0.98,490,10,0,0,1.0,0.98,0.98989898989899
1605,20,1.0,0.996,498,2,0,0,1.0,0.996,0.9979959919839679
1606,20,0.996,0.972,486,11,3,0,0.9938650306748467,0.9778672032193159,0.9858012170385395
1607,20,0.99,0.982,491,3,6,0,0.9879275653923542,0.9939271255060729,0.9909182643794148
1608,20,1.0,1.0,500,0,0,0,1.0,1.0,1.0
1609,20,0.996,0.96,480,18,2,0,0.995850622406639,0.963855421686747,0.979591836734694
1610,20,0.998,0.998,499,0,1,0,0.998,1.0,0.998998998998999
1611,20,0.994,0.974,487,10,3,0,0.9938775510204082,0.9798792756539235,0.9868287740628167
1612,20,0.982,0.95,475,18,7,0,0.9854771784232366,0.9634888438133874,0.9743589743589743
1613,20,1.0,0.982,491,9,0,0,1.0,0.982,0.9909182643794148
1614,20,0.998,0.982,491,8,1,0,0.9979674796747967,0.9839679358717435,0.9909182643794147
1615,20,0.994,0.89,445,49,6,0,0.9866962305986696,0.9008097165991903,0.9417989417989419
1616,20,0.998,0.998,499,1,0,0,1.0,0.998,0.998998998998999
1617,20,0.988,0.98,490,1,9,0,0.9819639278557114,0.9979633401221996,0.9898989898989898
1618,20,1.0,0.986,493,7,0,0,1.0,0.986,0.9929506545820745
1619,20,0.996,0.986,493,5,2,0,0.9959595959595959,0.9899598393574297,0.9929506545820745
1620,20,1.0,0.984,492,8,0,0,1.0,0.984,0.9919354838709677
1621,20,0.996,0.99,495,4,1,0,0.9979838709677419,0.9919839679358717,0.9949748743718592
1622,20,1.0,0.968,484,16,0,0,1.0,0.968,0.983739837398374
1623,20,1.0,1.0,500,0,0,0,1.0,1.0,1.0
1624,20,1.0,0.94,470,30,0,0,1.0,0.94,0.9690721649484536
1625,20,0.994,0.96,480,18,2,0,0.995850622406639,0.963855421686747,0.979591836734694
1626,20,1.0,0.988,494,6,0,0,1.0,0.988,0.993963782696177
1627,20,0.984,0.98,490,4,6,0,0.9879032258064516,0.9919028340080972,0.98989898989899
1628,20,0.996,0.99,495,5,0,0,1.0,0.99,0.9949748743718593
1629,20,0.996,0.986,493,2,5,0,0.9899598393574297,0.9959595959595959,0.9929506545820745
1630,20,0.99,0.986,492,4,3,1,0.9939393939393939,0.9919354838709677,0.9929364278506558
1631,20,1.0,0.994,497,3,0,0,1.0,0.994,0.9969909729187563
1632,20,1.0,0.998,499,1,0,0,1.0,0.998,0.998998998998999
1633,20,0.994,0.952,476,18,6,0,0.9875518672199171,0.9635627530364372,0.9754098360655739
1634,20,1.0,0.994,497,3,0,0,1.0,0.994,0.9969909729187563
1635,20,1.0,0.984,492,8,0,0,1.0,0.984,0.9919354838709677
1636,20,0.996,0.96,480,19,1,0,0.997920997920998,0.9619238476953907,0.9795918367346939
1637,20,0.996,0.962,481,18,1,0,0.9979253112033195,0.9639278557114228,0.9806320081549439
1638,20,0.998,0.988,494,5,1,0,0.997979797979798,0.9899799599198397,0.993963782696177
1639,20,1.0,0.988,494,6,0,0,1.0,0.988,0.993963782696177
1640,20,0.998,0.986,493,6,1,0,0.9979757085020243,0.9879759519038076,0.9929506545820747
1641,20,0.994,0.976,488,10,2,0,0.9959183673469387,0.9799196787148594,0.9878542510121457
1642,20,0.994,0.994,497,0,3,0,0.994,1.0,0.9969909729187563
1643,20,0.976,0.916,455,31,11,3,0.9763948497854077,0.9362139917695473,0.9558823529411764
1644,20,0.998,0.99,495,4,1,0,0.9979838709677419,0.9919839679358717,0.9949748743718592
1645,20,0.992,0.984,492,4,4,0,0.9919354838709677,0.9919354838709677,0.9919354838709677
1646,20,1.0,0.994,497,3,0,0,1.0,0.994,0.9969909729187563
1647,20,1.0,0.996,498,2,0,0,1.0,0.996,0.9979959919839679
1648,20,0.998,0.992,496,4,0,0,1.0,0.992,0.9959839357429718
1649,20,1.0,0.99,495,5,0,0,1.0,0.99,0.9949748743718593
1650,20,0.994,0.972,486,11,3,0,0.9938650306748467,0.9778672032193159,0.9858012170385395
1651,20,0.992,0.964,482,11,7,0,0.9856850715746421,0.9776876267748479,0.9816700610997964
1652,20,1.0,0.974,487,13,0,0,1.0,0.974,0.9868287740628165
1653,20,1.0,0.994,497,3,0,0,1.0,0.994,0.9969909729187563
1654,20,0.998,0.962,481,18,1,0,0.9979253112033195,0.9639278557114228,0.9806320081549439
1655,20,0.996,0.99,495,4,1,0,0.9979838709677419,0.9919839679358717,0.9949748743718592
1656,20,1.0,0.948,474,26,0,0,1.0,0.948,0.973305954825462
1657,20,0.994,0.96,480,20,0,0,1.0,0.96,0.9795918367346939
1658,20,1.0,0.998,499,1,0,0,1.0,0.998,0.998998998998999
1659,20,0.994,0.994,497,1,2,0,0.9959919839679359,0.9979919678714859,0.9969909729187563
1660,20,0.996,0.952,476,23,1,0,0.9979035639412998,0.9539078156312625,0.9754098360655737
1661,20,1.0,0.998,499,1,0,0,1.0,0.998,0.998998998998999
1662,20,0.994,0.974,487,11,2,0,0.9959100204498977,0.9779116465863453,0.9868287740628165
1663,20,1.0,0.966,483,17,0,0,1.0,0.966,0.982706002034588
1664,20,0.996,0.972,486,12,2,0,0.9959016393442623,0.9759036144578314,0.9858012170385395
1665,20,1.0,0.976,488,11,1,0,0.9979550102249489,0.9779559118236473,0.9878542510121457
1666,20,0.996,0.976,488,10,2,0,0.9959183673469387,0.9799196787148594,0.9878542510121457
1667,20,0.998,1.0,500,0,0,0,1.0,1.0,1.0
1668,20,0.998,0.982,491,8,1,0,0.9979674796747967,0.9839679358717435,0.9909182643794147
1669,20,0.996,0.976,488,8,4,0,0.991869918699187,0.9838709677419355,0.9878542510121457
1670,20,0.992,0.964,482,15,3,0,0.9938144329896907,0.9698189134808853,0.9816700610997964
1671,20,0.998,0.992,496,4,0,0,1.0,0.992,0.9959839357429718
1672,20,0.996,0.994,497,3,0,0,1.0,0.994,0.9969909729187563
1673,20,0.99,0.98,490,6,4,0,0.9919028340080972,0.9879032258064516,0.98989898989899
1674,20,0.994,0.94,470,28,2,0,0.9957627118644068,0.9437751004016064,0.9690721649484536
1675,20,0.996,0.984,492,7,1,0,0.9979716024340771,0.9859719438877755,0.9919354838709677
1676,20,0.988,0.952,475,16,8,1,0.9834368530020704,0.9674134419551935,0.9753593429158112
1677,20,0.984,0.984,492,4,4,0,0.9919354838709677,0.9919354838709677,0.9919354838709677
1678,20,0.998,0.998,499,1,0,0,1.0,0.998,0.998998998998999
1679,20,1.0,0.986,493,7,0,0,1.0,0.986,0.9929506545820745
1680,20,0.998,0.974,487,12,1,0,0.9979508196721312,0.9759519038076152,0.9868287740628165
1681,20,1.0,0.986,493,7,0,0,1.0,0.986,0.9929506545820745
1682,20,0.992,0.98,490,5,5,0,0.98989898989899,0.98989898989899,0.98989898989899
1683,20,0.994,0.978,489,8,3,0,0.9939024390243902,0.9839034205231388,0.9888776541961577
1684,20,0.992,0.978,489,8,3,0,0.9939024390243902,0.9839034205231388,0.9888776541961577
1685,20,1.0,0.988,494,6,0,0,1.0,0.988,0.993963782696177
1686,20,0.998,0.992,496,3,1,0,0.9979879275653923,0.9939879759519038,0.995983935742972
1687,20,0.998,0.98,490,9,1,0,0.9979633401221996,0.9819639278557114,0.9898989898989898
1688,20,1.0,0.992,496,4,0,0,1.0,0.992,0.9959839357429718
1689,20,1.0,0.99,495,5,0,0,1.0,0.99,0.9949748743718593
1690,20,0.996,0.99,495,4,1,0,0.9979838709677419,0.9919839679358717,0.9949748743718592
1691,20,0.988,0.962,481,14,5,0,0.9897119341563786,0.9717171717171718,0.980632008154944
1692,20,1.0,0.97,485,15,0,0,1.0,0.97,0.9847715736040609
1693,20,0.998,0.982,491,8,1,0,0.9979674796747967,0.9839679358717435,0.9909182643794147
1694,20,1.0,0.968,484,16,0,0,1.0,0.968,0.983739837398374
1695,20,1.0,1.0,500,0,0,0,1.0,1.0,1.0
1696,20,0.996,0.958,479,19,2,0,0.9958419958419958,0.9618473895582329,0.9785495403472931
1697,20,0.988,0.974,487,7,6,0,0.9878296146044625,0.9858299595141701,0.9868287740628165
1698,20,0.988,0.992,496,1,3,0,0.9939879759519038,0.9979879275653923,0.995983935742972
1699,20,0.996,0.99,495,4,1,0,0.9979838709677419,0.9919839679358717,0.9949748743718592
1700,20,0.99,0.974,487,8,5,0,0.9898373983739838,0.9838383838383838,0.9868287740628167
1701,20,0.998,0.998,499,1,0,0,1.0,0.998,0.998998998998999
1702,20,0.992,0.958,479,19,2,0,0.9958419958419958,0.9618473895582329,0.9785495403472931
1703,20,1.0,1.0,500,0,0,0,1.0,1.0,1.0
1704,20,0.998,0.996,498,2,0,0,1.0,0.996,0.9979959919839679
1705,20,1.0,0.984,492,8,0,0,1.0,0.984,0.9919354838709677
1706,20,0.996,0.964,482,17,1,0,0.9979296066252588,0.9659318637274549,0.9816700610997963
1707,20,0.996,0.998,499,0,1,0,0.998,1.0,0.998998998998999
1708,20,0.994,0.99,495,5,0,0,1.0,0.99,0.9949748743718593
1709,20,0.994,0.958,479,18,3,0,0.9937759336099585,0.9637826961770624,0.9785495403472931
1710,20,0.998,0.998,499,0,1,0,0.998,1.0,0.998998998998999
1711,20,1.0,0.992,496,4,0,0,1.0,0.992,0.9959839357429718
1712,20,0.998,0.994,496,3,0,1,1.0,0.9939879759519038,0.9969849246231155
1713,20,0.994,0.932,466,32,2,0,0.9957264957264957,0.9357429718875502,0.9648033126293996
1714,20,0.992,0.94,470,25,5,0,0.9894736842105263,0.9494949494949495,0.9690721649484537
1715,20,0.998,0.972,486,9,5,0,0.9898167006109979,0.9818181818181818,0.9858012170385395
1716,20,0.996,0.962,481,17,2,0,0.9958592132505176,0.9658634538152611,0.980632008154944
1717,20,0.984,0.964,482,10,8,0,0.9836734693877551,0.9796747967479674,0.9816700610997963
1718,20,1.0,0.984,492,8,0,0,1.0,0.984,0.9919354838709677
1719,20,1.0,0.936,468,32,0,0,1.0,0.936,0.9669421487603307
1720,20,0.998,0.984,492,7,1,0,0.9979716024340771,0.9859719438877755,0.9919354838709677
1721,20,1.0,0.964,482,18,0,0,1.0,0.964,0.9816700610997963
1722,20,0.996,0.998,499,0,1,0,0.998,1.0,0.998998998998999
1723,20,1.0,0.992,496,4,0,0,1.0,0.992,0.9959839357429718
1724,20,0.996,0.974,487,12,1,0,0.9979508196721312,0.9759519038076152,0.9868287740628165
1725,20,0.992,0.982,491,5,4,0,0.9919191919191919,0.9899193548387096,0.9909182643794147
1726,20,0.992,0.994,497,0,3,0,0.994,1.0,0.9969909729187563
1727,20,0.99,0.966,483,8,9,0,0.9817073170731707,0.9837067209775967,0.9827060020345879
1728,20,0.998,0.992,496,3,1,0,0.9979879275653923,0.9939879759519038,0.995983935742972
1729,20,0.984,0.968,483,9,7,1,0.9857142857142858,0.9817073170731707,0.9837067209775968
1730,20,0.992,0.984,492,3,5,0,0.9899396378269618,0.9939393939393939,0.9919354838709677
1731,20,1.0,0.99,495,5,0,0,1.0,0.99,0.9949748743718593
1732,20,1.0,0.988,494,6,0,0,1.0,0.988,0.993963782696177
1733,20,0.998,0.988,494,5,1,0,0.997979797979798,0.9899799599198397,0.993963782696177
1734,20,0.994,0.978,489,7,4,0,0.9918864097363083,0.9858870967741935,0.9888776541961577
1735,20,1.0,0.99,495,5,0,0,1.0,0.99,0.9949748743718593
1736,20,1.0,0.968,484,16,0,0,1.0,0.968,0.983739837398374
1737,20,1.0,0.998,499,1,0,0,1.0,0.998,0.998998998998999
1738,20,0.998,0.94,470,29,1,0,0.9978768577494692,0.9418837675350702,0.9690721649484537
1739,20,0.986,0.978,486,7,4,3,0.9918367346938776,0.9858012170385395,0.9888097660223805
