,index_0=aggregated,scoreOnClassfication_BaseModel,scoreOnClassfication_PredictedModel,tp,fn,fp,tn,precision,recall,f1
60,10.0,0.998,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
61,10.0,0.966,0.918,459.0,0.0,41.0,0.0,0.918,1.0,0.9572471324296141
62,10.0,0.996,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
63,10.0,0.996,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
64,10.0,0.994,0.994,497.0,0.0,3.0,0.0,0.994,1.0,0.9969909729187563
65,10.0,0.98,0.976,488.0,0.0,12.0,0.0,0.976,1.0,0.9878542510121457
66,10.0,0.996,0.996,498.0,0.0,2.0,0.0,0.996,1.0,0.9979959919839679
67,10.0,0.982,0.954,477.0,0.0,23.0,0.0,0.954,1.0,0.9764585465711361
68,10.0,0.986,0.984,492.0,0.0,8.0,0.0,0.984,1.0,0.9919354838709677
69,10.0,0.984,0.988,494.0,0.0,6.0,0.0,0.988,1.0,0.993963782696177
70,10.0,0.998,0.99,495.0,0.0,5.0,0.0,0.99,1.0,0.9949748743718593
71,10.0,0.962,0.962,481.0,0.0,19.0,0.0,0.962,1.0,0.9806320081549439
72,10.0,0.996,0.994,497.0,0.0,3.0,0.0,0.994,1.0,0.9969909729187563
73,10.0,0.996,0.98,490.0,0.0,10.0,0.0,0.98,1.0,0.98989898989899
74,10.0,0.986,0.988,494.0,0.0,6.0,0.0,0.988,1.0,0.993963782696177
75,10.0,0.968,0.958,479.0,0.0,21.0,0.0,0.958,1.0,0.9785495403472931
76,10.0,0.988,0.978,489.0,0.0,11.0,0.0,0.978,1.0,0.9888776541961577
77,10.0,0.994,0.996,498.0,0.0,2.0,0.0,0.996,1.0,0.9979959919839679
78,10.0,0.996,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
79,10.0,0.986,0.982,491.0,0.0,9.0,0.0,0.982,1.0,0.9909182643794148
80,10.0,0.986,0.988,494.0,0.0,6.0,0.0,0.988,1.0,0.993963782696177
81,10.0,0.994,0.994,497.0,0.0,3.0,0.0,0.994,1.0,0.9969909729187563
82,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
83,10.0,0.996,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
84,10.0,0.98,0.954,477.0,0.0,23.0,0.0,0.954,1.0,0.9764585465711361
85,10.0,0.978,0.958,479.0,0.0,21.0,0.0,0.958,1.0,0.9785495403472931
86,10.0,0.994,0.988,494.0,0.0,6.0,0.0,0.988,1.0,0.993963782696177
87,10.0,0.97,0.968,484.0,0.0,16.0,0.0,0.968,1.0,0.983739837398374
88,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
89,10.0,0.996,0.992,496.0,0.0,4.0,0.0,0.992,1.0,0.9959839357429718
90,10.0,0.988,0.982,491.0,0.0,9.0,0.0,0.982,1.0,0.9909182643794148
91,10.0,0.994,0.992,496.0,0.0,4.0,0.0,0.992,1.0,0.9959839357429718
92,10.0,0.992,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
93,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
94,10.0,0.992,0.99,495.0,0.0,5.0,0.0,0.99,1.0,0.9949748743718593
95,10.0,0.998,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
96,10.0,0.998,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
97,10.0,0.996,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
98,10.0,0.984,0.984,492.0,0.0,8.0,0.0,0.984,1.0,0.9919354838709677
99,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
100,10.0,0.986,0.972,486.0,0.0,14.0,0.0,0.972,1.0,0.9858012170385395
101,10.0,0.99,0.992,496.0,0.0,4.0,0.0,0.992,1.0,0.9959839357429718
102,10.0,0.992,0.994,497.0,0.0,3.0,0.0,0.994,1.0,0.9969909729187563
103,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
104,10.0,0.992,0.986,493.0,0.0,7.0,0.0,0.986,1.0,0.9929506545820745
105,10.0,0.996,0.996,498.0,0.0,2.0,0.0,0.996,1.0,0.9979959919839679
106,10.0,0.982,0.972,486.0,0.0,14.0,0.0,0.972,1.0,0.9858012170385395
107,10.0,0.998,0.994,497.0,0.0,3.0,0.0,0.994,1.0,0.9969909729187563
108,10.0,0.994,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
109,10.0,0.986,0.986,493.0,0.0,7.0,0.0,0.986,1.0,0.9929506545820745
110,10.0,0.99,0.99,495.0,0.0,5.0,0.0,0.99,1.0,0.9949748743718593
111,10.0,0.986,0.99,495.0,0.0,5.0,0.0,0.99,1.0,0.9949748743718593
112,10.0,0.996,0.994,497.0,0.0,3.0,0.0,0.994,1.0,0.9969909729187563
113,10.0,0.996,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
114,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
115,10.0,0.974,0.978,489.0,0.0,11.0,0.0,0.978,1.0,0.9888776541961577
116,10.0,0.994,0.992,496.0,0.0,4.0,0.0,0.992,1.0,0.9959839357429718
117,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
118,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
119,10.0,0.996,0.996,498.0,0.0,2.0,0.0,0.996,1.0,0.9979959919839679
120,10.0,0.994,0.996,498.0,0.0,2.0,0.0,0.996,1.0,0.9979959919839679
121,10.0,0.998,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
122,10.0,0.972,0.964,482.0,0.0,18.0,0.0,0.964,1.0,0.9816700610997963
123,10.0,0.982,0.982,491.0,0.0,9.0,0.0,0.982,1.0,0.9909182643794148
124,10.0,0.994,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
125,10.0,0.98,0.91,455.0,0.0,45.0,0.0,0.91,1.0,0.9528795811518325
126,10.0,0.958,0.956,478.0,0.0,22.0,0.0,0.956,1.0,0.9775051124744376
127,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
128,10.0,0.974,0.976,488.0,0.0,12.0,0.0,0.976,1.0,0.9878542510121457
129,10.0,0.974,0.968,484.0,0.0,16.0,0.0,0.968,1.0,0.983739837398374
130,10.0,0.994,0.992,496.0,0.0,4.0,0.0,0.992,1.0,0.9959839357429718
131,10.0,0.996,0.996,498.0,0.0,2.0,0.0,0.996,1.0,0.9979959919839679
132,10.0,0.996,0.996,498.0,0.0,2.0,0.0,0.996,1.0,0.9979959919839679
133,10.0,0.976,0.974,487.0,0.0,13.0,0.0,0.974,1.0,0.9868287740628165
134,10.0,0.998,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
135,10.0,0.994,0.988,494.0,0.0,6.0,0.0,0.988,1.0,0.993963782696177
136,10.0,0.998,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
137,10.0,0.992,0.992,496.0,0.0,4.0,0.0,0.992,1.0,0.9959839357429718
138,10.0,0.988,0.99,495.0,0.0,5.0,0.0,0.99,1.0,0.9949748743718593
139,10.0,0.99,0.992,496.0,0.0,4.0,0.0,0.992,1.0,0.9959839357429718
140,10.0,0.984,0.984,492.0,0.0,8.0,0.0,0.984,1.0,0.9919354838709677
141,10.0,0.994,0.994,497.0,0.0,3.0,0.0,0.994,1.0,0.9969909729187563
142,10.0,0.984,0.984,492.0,0.0,8.0,0.0,0.984,1.0,0.9919354838709677
143,10.0,0.996,0.992,496.0,0.0,4.0,0.0,0.992,1.0,0.9959839357429718
144,10.0,0.996,0.994,497.0,0.0,3.0,0.0,0.994,1.0,0.9969909729187563
145,10.0,0.988,0.974,487.0,0.0,13.0,0.0,0.974,1.0,0.9868287740628165
146,10.0,0.992,0.992,496.0,0.0,4.0,0.0,0.992,1.0,0.9959839357429718
147,10.0,0.978,0.954,477.0,0.0,23.0,0.0,0.954,1.0,0.9764585465711361
148,10.0,0.998,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
149,10.0,0.996,0.996,498.0,0.0,2.0,0.0,0.996,1.0,0.9979959919839679
150,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
151,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
152,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
153,10.0,0.998,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
154,10.0,0.998,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
155,10.0,0.994,0.99,495.0,0.0,5.0,0.0,0.99,1.0,0.9949748743718593
156,10.0,0.982,0.988,494.0,0.0,6.0,0.0,0.988,1.0,0.993963782696177
157,10.0,0.998,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
158,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
159,10.0,0.996,0.996,498.0,0.0,2.0,0.0,0.996,1.0,0.9979959919839679
160,10.0,0.996,0.996,498.0,0.0,2.0,0.0,0.996,1.0,0.9979959919839679
161,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
162,10.0,1.0,0.996,498.0,0.0,2.0,0.0,0.996,1.0,0.9979959919839679
163,10.0,0.996,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
164,10.0,0.998,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
165,10.0,0.986,0.99,495.0,0.0,5.0,0.0,0.99,1.0,0.9949748743718593
166,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
167,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
168,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
169,10.0,0.996,0.996,498.0,0.0,2.0,0.0,0.996,1.0,0.9979959919839679
170,10.0,0.982,0.984,492.0,0.0,8.0,0.0,0.984,1.0,0.9919354838709677
171,10.0,0.996,0.992,496.0,0.0,4.0,0.0,0.992,1.0,0.9959839357429718
172,10.0,0.998,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
173,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
174,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
175,10.0,0.992,0.992,496.0,0.0,4.0,0.0,0.992,1.0,0.9959839357429718
176,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
177,10.0,0.982,0.992,496.0,0.0,4.0,0.0,0.992,1.0,0.9959839357429718
178,10.0,0.986,0.984,492.0,0.0,8.0,0.0,0.984,1.0,0.9919354838709677
179,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
180,10.0,0.996,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
181,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
182,10.0,0.996,0.996,498.0,0.0,2.0,0.0,0.996,1.0,0.9979959919839679
183,10.0,0.988,0.994,497.0,0.0,3.0,0.0,0.994,1.0,0.9969909729187563
184,10.0,0.996,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
185,10.0,0.99,0.996,498.0,0.0,2.0,0.0,0.996,1.0,0.9979959919839679
186,10.0,0.998,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
187,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
188,10.0,0.964,0.958,479.0,0.0,21.0,0.0,0.958,1.0,0.9785495403472931
189,10.0,0.99,0.992,496.0,0.0,4.0,0.0,0.992,1.0,0.9959839357429718
190,10.0,0.998,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
191,10.0,0.994,0.994,497.0,0.0,3.0,0.0,0.994,1.0,0.9969909729187563
192,10.0,0.984,0.984,492.0,0.0,8.0,0.0,0.984,1.0,0.9919354838709677
193,10.0,0.998,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
194,10.0,0.974,0.968,484.0,0.0,16.0,0.0,0.968,1.0,0.983739837398374
195,10.0,0.996,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
196,10.0,0.992,0.994,497.0,0.0,3.0,0.0,0.994,1.0,0.9969909729187563
197,10.0,1.0,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
198,10.0,0.998,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
199,10.0,0.982,0.982,491.0,0.0,9.0,0.0,0.982,1.0,0.9909182643794148
200,10.0,0.982,0.982,491.0,0.0,9.0,0.0,0.982,1.0,0.9909182643794148
201,10.0,0.97,0.934,467.0,0.0,33.0,0.0,0.934,1.0,0.9658738366080661
202,10.0,0.992,0.994,497.0,0.0,3.0,0.0,0.994,1.0,0.9969909729187563
203,10.0,0.996,0.996,498.0,0.0,2.0,0.0,0.996,1.0,0.9979959919839679
204,10.0,0.996,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
205,10.0,0.996,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
206,10.0,0.996,0.996,498.0,0.0,2.0,0.0,0.996,1.0,0.9979959919839679
207,10.0,0.964,0.962,481.0,0.0,19.0,0.0,0.962,1.0,0.9806320081549439
208,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
209,10.0,0.982,0.984,492.0,0.0,8.0,0.0,0.984,1.0,0.9919354838709677
210,10.0,0.986,0.984,492.0,0.0,8.0,0.0,0.984,1.0,0.9919354838709677
211,10.0,1.0,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
212,10.0,0.996,0.996,498.0,0.0,2.0,0.0,0.996,1.0,0.9979959919839679
213,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
214,10.0,0.978,0.98,490.0,0.0,10.0,0.0,0.98,1.0,0.98989898989899
215,10.0,0.998,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
216,10.0,0.98,0.958,479.0,0.0,21.0,0.0,0.958,1.0,0.9785495403472931
217,10.0,0.992,0.986,493.0,0.0,7.0,0.0,0.986,1.0,0.9929506545820745
218,10.0,0.976,0.98,490.0,0.0,10.0,0.0,0.98,1.0,0.98989898989899
219,10.0,0.988,0.968,484.0,0.0,16.0,0.0,0.968,1.0,0.983739837398374
220,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
221,10.0,0.998,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
222,10.0,0.998,0.978,489.0,0.0,11.0,0.0,0.978,1.0,0.9888776541961577
223,10.0,0.994,0.996,498.0,0.0,2.0,0.0,0.996,1.0,0.9979959919839679
224,10.0,0.992,0.988,494.0,0.0,6.0,0.0,0.988,1.0,0.993963782696177
225,10.0,0.986,0.984,492.0,0.0,8.0,0.0,0.984,1.0,0.9919354838709677
226,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
227,10.0,0.998,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
228,10.0,0.996,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
229,10.0,0.98,0.978,489.0,0.0,11.0,0.0,0.978,1.0,0.9888776541961577
230,10.0,0.998,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
231,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
232,10.0,0.988,0.992,496.0,0.0,4.0,0.0,0.992,1.0,0.9959839357429718
233,10.0,0.998,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
234,10.0,0.998,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
235,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
236,10.0,0.992,0.996,498.0,0.0,2.0,0.0,0.996,1.0,0.9979959919839679
237,10.0,0.99,0.984,492.0,0.0,8.0,0.0,0.984,1.0,0.9919354838709677
238,10.0,0.996,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
239,10.0,0.998,0.992,496.0,0.0,4.0,0.0,0.992,1.0,0.9959839357429718
240,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
241,10.0,0.976,0.966,483.0,0.0,17.0,0.0,0.966,1.0,0.982706002034588
242,10.0,0.992,0.99,495.0,0.0,5.0,0.0,0.99,1.0,0.9949748743718593
243,10.0,1.0,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
244,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
245,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
246,10.0,0.996,0.996,498.0,0.0,2.0,0.0,0.996,1.0,0.9979959919839679
247,10.0,0.994,0.996,498.0,0.0,2.0,0.0,0.996,1.0,0.9979959919839679
248,10.0,0.996,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
249,10.0,0.99,0.982,491.0,0.0,9.0,0.0,0.982,1.0,0.9909182643794148
250,10.0,0.992,0.988,494.0,0.0,6.0,0.0,0.988,1.0,0.993963782696177
251,10.0,0.998,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
252,10.0,0.992,0.994,497.0,0.0,3.0,0.0,0.994,1.0,0.9969909729187563
253,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
254,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
255,10.0,1.0,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
256,10.0,0.984,0.984,492.0,0.0,8.0,0.0,0.984,1.0,0.9919354838709677
257,10.0,0.98,0.974,487.0,0.0,13.0,0.0,0.974,1.0,0.9868287740628165
258,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
259,10.0,0.996,0.996,498.0,0.0,2.0,0.0,0.996,1.0,0.9979959919839679
260,10.0,0.988,0.986,493.0,0.0,7.0,0.0,0.986,1.0,0.9929506545820745
261,10.0,0.954,0.944,472.0,0.0,28.0,0.0,0.944,1.0,0.9711934156378601
262,10.0,0.998,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
263,10.0,0.974,0.94,470.0,0.0,30.0,0.0,0.94,1.0,0.9690721649484536
264,10.0,0.994,0.99,495.0,0.0,5.0,0.0,0.99,1.0,0.9949748743718593
265,10.0,0.99,0.964,482.0,0.0,18.0,0.0,0.964,1.0,0.9816700610997963
266,10.0,0.992,0.992,496.0,0.0,4.0,0.0,0.992,1.0,0.9959839357429718
267,10.0,0.998,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
268,10.0,0.998,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
269,10.0,0.988,0.99,495.0,0.0,5.0,0.0,0.99,1.0,0.9949748743718593
270,10.0,0.982,0.982,491.0,0.0,9.0,0.0,0.982,1.0,0.9909182643794148
271,10.0,0.992,0.994,497.0,0.0,3.0,0.0,0.994,1.0,0.9969909729187563
272,10.0,0.99,0.996,498.0,0.0,2.0,0.0,0.996,1.0,0.9979959919839679
273,10.0,0.986,0.988,494.0,0.0,6.0,0.0,0.988,1.0,0.993963782696177
274,10.0,0.998,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
275,10.0,0.96,0.948,474.0,0.0,26.0,0.0,0.948,1.0,0.973305954825462
276,10.0,0.994,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
277,10.0,0.984,0.988,494.0,0.0,6.0,0.0,0.988,1.0,0.993963782696177
278,10.0,0.99,0.988,494.0,0.0,6.0,0.0,0.988,1.0,0.993963782696177
279,10.0,0.962,0.932,466.0,0.0,34.0,0.0,0.932,1.0,0.9648033126293997
280,10.0,0.998,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
281,10.0,0.986,0.98,490.0,0.0,10.0,0.0,0.98,1.0,0.98989898989899
282,10.0,0.992,0.994,497.0,0.0,3.0,0.0,0.994,1.0,0.9969909729187563
283,10.0,0.97,0.968,484.0,0.0,16.0,0.0,0.968,1.0,0.983739837398374
284,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
285,10.0,0.992,0.994,497.0,0.0,3.0,0.0,0.994,1.0,0.9969909729187563
286,10.0,0.994,0.994,497.0,0.0,3.0,0.0,0.994,1.0,0.9969909729187563
287,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
288,10.0,0.992,0.992,496.0,0.0,4.0,0.0,0.992,1.0,0.9959839357429718
289,10.0,0.992,0.996,498.0,0.0,2.0,0.0,0.996,1.0,0.9979959919839679
290,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
291,10.0,0.988,0.988,494.0,0.0,6.0,0.0,0.988,1.0,0.993963782696177
292,10.0,0.998,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
293,10.0,0.994,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
294,10.0,0.99,0.996,498.0,0.0,2.0,0.0,0.996,1.0,0.9979959919839679
295,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
296,10.0,0.998,0.998,499.0,0.0,1.0,0.0,0.998,1.0,0.998998998998999
297,10.0,0.996,0.982,491.0,0.0,9.0,0.0,0.982,1.0,0.9909182643794148
298,10.0,0.996,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
299,10.0,0.996,0.994,497.0,0.0,3.0,0.0,0.994,1.0,0.9969909729187563
300,10.0,1.0,1.0,500.0,0.0,0.0,0.0,1.0,1.0,1.0
301,10.0,0.926,0.878,439.0,0.0,61.0,0.0,0.878,1.0,0.9350372736954206
302,10.0,0.994,0.992,496.0,0.0,4.0,0.0,0.992,1.0,0.9959839357429718
